uni_code,course_code,course_name,course_intro,area_of_study,career_ops,course_field,meta_gCode,meta_name,meta_status,meta_poa,meta_type,meta_inst,meta_camp,meta_fos,meta_keywords,meta_sa,meta_sm,meta_lsr,meta_msr,meta_hsr,meta_la,meta_ma,meta_ha,meta_ga,meta_acYear,meta_rpCode,meta_rpLink,meta_cLevel,meta_fee,meta_fPeriod,meta_pTime,meta_fTime,meta_int,meta_ext,meta_mMode,meta_nHe,meta_pHe,meta_nVet,meta_pVet,meta_nOth,meta_pOth,meta_nAtar,meta_pAtar,meta_nAPlus,meta_pAPlus,meta_nSec,meta_pSec,meta_nInt,meta_pInt,meta_nTot,meta_pTot,meta_pCode,meta_cYear,meta_ip,meta_spLink
gu,283140,Bachelor of Business/Bachelor of Data Science,"The ability to analyse vast quantities of data to extract relevant intelligence for commercial planning has become a highly sought-after skill. By combining these two degrees, you'll gain the leadership and solution-focused thinking of business and commerce backed by crucial skills in data science, helping to future-proof your career.","For Business: Majors: Accounting, Asian business, Asian engagement, behavioural  science, business analytics, economics, employment relations, event management,  finance, financial planning, government and international relations, human  resource management, innovation and entrepreneurship, international business,  logistics and supply chain management, management, marketing, real estate and  property development, sport management, sustainable business, taxation, tourism  management.","For Business: Depending  on your major, accountant; economist; financial planner; advertising, event,  marketing or tourism manager; international and Asian business specialist;  business owner or entrepreneur; employment relations expert; exporter; human resources  manager; real estate agent and property developer; sports manager; sustainable  business consultant; information technology professional.",Mixed Field Programs,283140,Bachelor of Business/Bachelor of Data Science,open,4F/8P,CSP,GU,3032-GC,12,"803,gu,uac,undergraduate,courses,uni,gu,business, commerce, accounting (extended major), Asian business (extended major), Asian Engagement, behavioural science, economics, employment relations, event management, finance, financial planning (extended major), government, international relations, human resource management, innovation, entrepreneurship, international business, logistics and supply chain management, marketing, management, real estate and property development, sport management, sustainable business, taxation, tourism management, data science, data analysis, analytics, behavioural analysis, business analysis, statistics, business operation, data interpretation, translating data,manipulation, modelling, interpretation and visualisation, tools",0,0,92.65,95.25,97.50,86.65,88.25,93.50,,2022,NA,NA,TBP,NA, ,Y,Y,Y,N,N,<5,<5,0,0,0,0,<5,<5,0,0,<5,<5,0,0,7,100.0,NA,2022,S,
gu,283142,Bachelor of Business,"This new degree will develop  your adaptability, innovative approach and ability to problem-solve through a  wide range of perspectives.  Co-created with industry to deliver the skills you need for the future, it will transform your thinking on responsible, sustainable enterprises that succeed in the rapidly changing business climate. You will apply core business and commerce skills, including accounting, economics, management and analysis to 21st century challenges, guided by academics with industry experience and hands-on, practical projects.","Majors: Accounting,   Asian business,  Asian  engagement,   behavioural science,   business analytics,   economics,   employment relations,  event  management,   finance,   financial planning,   government and international relations,   human resource management,   innovation and entrepreneurship,   international business,   logistics and supply chain management,   management,   marketing,  real  estate and property development,   sport management,   sustainable business,   taxation,   tourism management. Languages available as a second major or  minor: Chinese,   French,*  German,* Indonesian,* Italian,   Japanese,  Korean,* Modern  Greek,*  Russian,* Spanish. 
*Via cross-institutional study.","Depending on your  major, accountant; economist; financial planner; advertising, event, marketing  or tourism manager; international and Asian business specialist; business owner  or entrepreneur; employment relations expert; exporter; human resources manager;  real estate agent and property developer; sports manager; sustainable business  consultant; information technology professional.",Management and Commerce,283142,Bachelor of Business,open,3F/6P,CSP,GU,3032-GC,8,"803,business, commerce, accounting (extended), Asian business (extended), Asian Engagement, behavioural science, business analytics, economics, employment relations, event management, finance, financial planning (extended), government, international relations, human resource management, innovation, entrepreneurship, languages, international business (extended), logistics and supply chain management, marketing, management, real estate and property development, sport management, sustainable business, taxation, tourism management, chinese, french, german, indonesian, italian, japanese, korean, modern-greek, spanish",0,0,65.05,78.20,99.95,58.90,72.20,98.00,,2022,NA,NA,TBP,NA, ,Y,Y,Y,N,N,53,22.08,11,4.58,33,13.75,43,17.92,0,0,63,26.25,37,15.42,240,100.0,NA,2022,S,
gu,283143,Bachelor of Advanced Business (Honours),"An honours degree sends a signal of high achievement, quality and an advanced skill set, instantly recognisable in  the professional employment and academic arenas. Designed to deliver the skills critical to leadership in the 21st century, this degree will teach you to find solutions based on a wide range of perspectives, as you apply core business skills to 21st-century challenges built on underpinning values of sustainability, economic inclusiveness and social progress.","Majors: Accounting, Asian business, Asian engagement,  behavioural science, business analytics, economics, employment relations, event  management, finance, financial planning, government and international  relations, human resource management, innovation and entrepreneurship,  international business, logistics and supply chain management, management,  marketing, real estate and property development, sport management, sustainable  business, taxation, tourism management. Languages available as a second major or minor: Chinese,  French,* German,* Indonesian,* Italian, Japanese, Korean,* Modern Greek,*  Russian,* Spanish. 
*Via cross-institutional study.","Depending on your major, accountant; economist;  business owner or entrepreneur; roles in research or academia, financial  planning, advertising, event management and marketing, international and Asian  business specialist, employment relations, export, human resources management,  tourism, real estate and property development, sport management, sustainable  business, information technology; further study in higher research degrees; academic research.",Management and Commerce,283143,Bachelor of Advanced Business (Honours),open,4F/8P,CSP,GU,3032-GC,8,"803,business, commerce, accounting (extended), Asian business (extended), Asian Engagement, behavioural science, business analytics, economics, employment relations, event management, finance, financial planning (extended), government, international relations, human resource management, innovation, entrepreneurship, languages, international business (extended), logistics and supply chain management, marketing, management, real estate and property development, sport management, sustainable business, taxation, tourism management, chinese, french, german, indonesian, italian, japanese, korean, modern-greek, spanish",0,0,82.10,93.05,99.95,74.10,87.30,95.85,,2022,NA,NA,TBH,NA, ,Y,Y,Y,N,N,<5,<5,0,0,0,0,13,43.33,0,0,15,50.00,<5,<5,30,100.0,NA,2022,S,
gu,283144,Bachelor of Advanced International Tourism and Hotel Management (Honours),"If you love  travel, have good communication skills and are looking for a diverse, energetic  career where you don’t have to work 9 to 5, tourism could be the choice for  you.","Majors:  Events, hotel and hospitality, tourism and travel. Optional second majors: Asian engagement,   behavioural science,   business analytics,   economics,   employment relations,  human  resource management,   innovation and entrepreneurship,   logistics and supply chain management,   management,   marketing,  real  estate and property development,  sport management.","A range of international tourism and hotel management roles, including in hotel and resort groups; supervisory and management positions in the international tourism and hotel industries, including independent restaurants, theme parks, tour companies, airlines, entertainment and leisure providers; further study in a higher research degree; academic research.","Food, Hospitality and Personal Services",283144,Bachelor of Advanced International Tourism and Hotel Management (Honours),open,4F/8P,CSP,GU,3032-GC,11,"gu,bachelor of advanced international tourism and hotel management (honours), tourism management, hospitality management, Asian Engagement, behavioural science, business analytics, economics, employment relations, event management, finance, financial planning (extended), government, international relations, human resource management, innovation, entrepreneurship, logistics and supply chain management, marketing, management, real estate and property development, sport management",0,0,,,,,,,,2022,NR,NA,TBH,NA, ,Y,Y,Y,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NR,NA,NA,
gu,283145,Bachelor of Advanced Government and International Relations (Honours),"Griffith is a leader in this field, ranking in the  world’s top 100 for political and international studies for the past four  years, boasting a world-class staff of political experts. This degree provides  highly motivated students the opportunity to gain a deeper understanding of  government and international relations in the modern world and the forces that  shape these dynamics at the global and domestic levels. You’ll learn about  international security, trade, international organisations and human rights,  political institutions and processes, business–government relations and more.","Majors: International relations, politics and public policy. Optional second majors/minors: Asian engagement, Chinese, economics, French,* German,* Indonesian,* international  business, Islam-West relations, Japanese, Korean,* Russian,* Spanish.
*Via  cross-institutional study.","Adviser to government and business leaders; policy  developer and program manager in economic, environmental and social policy,  diplomacy and trade relations; various roles in government, international  organisations, media, political parties, a range of business environments, the  not-for-profit sector, foreign ministries, defence departments, intelligence  and aid organisations, political risk assessment and humanitarian logistics,  organisations such as the United Nations and its agencies; further study in  higher research degrees; academic research.",Society and Culture,283145,Bachelor of Advanced Government and International Relations (Honours),open,4F/8P,CSP,GU,3032-GC,9,"gu,bachelor of advanced government and international relations (honours),government, international relations, politics and public policy, international business (extended), Islam-West relations, Asian engagement, chinese, economics, french, german, indonesian, italian, japanese, korean, spanish",0,0,82.60,91.45,95.95,76.60,88.10,90.40,,2022,NA,NA,TBH,NA, ,Y,Y,Y,N,N,<5,<5,0,0,0,0,<5,<5,0,0,0,0,0,0,<5,100.0,NA,2022,S,
gu,283146,Diploma of Business/Bachelor of Business,"The Diploma of Business is a pathway program designed to help you transition into the Bachelor of Business. You’ll develop foundational knowledge and skills in a supportive learning environment, setting you up for success in your further studies. The world of business is evolving, with a shift away from outdated practises clearly underway. Griffith University offers an alternative to traditional business education, with a focus on the skills, values, and opportunities that future business leaders will need to succeed in the new economy. Modern business practises, such as adaptability, creativity, diversity, and sustainability, along with foundational business and commerce theory form the Diploma of Business.",Business,Completion of the Diploma of Business provides a head start for continuation into the Bachelor of Business.,Management and Commerce,283146,Diploma of Business/Bachelor of Business,open,3F/6P,CSP,GU,3032-GC,8,"gu,diploma of business/bachelor of business,business",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NC,NA,TXD,NA,NA,Y,Y,Y,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NC,NA,NA,NA
gu,283202,Bachelor of Communication and Journalism/Bachelor of Business,You’ll graduate as a communication specialist who understands the contemporary communication and media landscape with the holistic skill set to be able to thrive within it.,For Communication and  Journalism: Communication  and media studies.,"For Communication and  Journalism: Social media manager, community and stakeholder engagement manager,  digital marketing and social media specialist, communications manager, events  manager, public relations consultant, public relations professional, media  liaison officer, promotions officer, copywriter, journalist, reporter,  producer, researcher, editor, freelance writer, corporate promotions and communications specialist.",Creative Arts,283202,Bachelor of Communication and Journalism/Bachelor of Business,open,4F/8P,CSP,GU,3032-GC,10,"1007,gu,bachelor of communication and journalism/bachelor of business, communication, journalism, public relations, media, writing, business, accounting (extended major), Asian business (extended major), Asian Engagement, behavioural science, business analytics, economics, employment relations, event management, finance, financial planning (extended major), government, international relations, human resource management, innovation, entrepreneurship, international business (extended major), logistics and supply chain management, marketing, management, real estate and property development, sport management, sustainable business, taxation, tourism management",0,0,66.10,74.85,83.65,66.10,72.35,79.65,,2022,NA,NA,TBP,NA, ,Y,Y,Y,N,N,<5,<5,0,0,<5,<5,<5,<5,0,0,0,0,0,0,<5,100.0,NA,2022,S,
gu,283205,Bachelor of Communication and Journalism,"Developed in close consultation with industry, our Bachelor of Communication and Journalism responds to the demand for graduates who are equipped with a comprehensive suite of communication skills, ready for the opportunities in new media.",Communication and media studies.,"Social media manager, community and stakeholder engagement manager,  digital marketing and social media specialist, communications manager, events  manager, public relations consultant, public relations professional, media  liaison officer, promotions officer, copywriter, journalist, reporter,  producer, researcher, editor, freelance writer, corporate promotions and communications specialist.",Creative Arts,283205,Bachelor of Communication and Journalism,open,3F/6P,CSP,GU,3032-GC,10,"1007,gu,bachelor of communication and journalism,communication,journalism,public relations,media,writing, contemporary communication, writing skills, multimedia, creative, communication professionals, professional storytellers, journalist, media industry, freelance writing, strategic communication, corporate promotions, commercial communication, creative industries, public relations not-for-profit, aid organisations, film, entrepreneur, start-up",0,0,69.15,81.80,98.35,63.25,77.65,92.35,,2022,NA,NA,TBP,NA, ,Y,Y,Y,N,N,9,39.13,0,0,<5,<5,7,30.43,0,0,<5,<5,<5,<5,23,100.0,NA,2022,S,
gu,283223,Bachelor of Criminology and Criminal Justice,"In this specialised degree, you’ll learn about the causes of crime and society’s response through the justice system. You’ll gain a broad understanding of the many fields of study that criminology draws from, including psychology, law, sociology, politics and social work.",Criminology.,"Roles  in policing and security, law enforcement, intelligence, probation and parole,  child protection, crime analysis, courts and justice services, crime prevention  and regulatory agencies, criminological research and policy.",Society and Culture,283223,Bachelor of Criminology and Criminal Justice,open,3F/6P,CSP,GU,3032-GC,9,"gu,bachelor of criminology and criminal justice,criminology,criminal justice,law,political science,sociology,psychology,policing,police,corrections,youth justice,justice,customs,law enforcement,courts,crime,crime prevention,sociology, crime examination, crime reduction, criminal law, forensic psychology, homicide, counter-terrorism, crime analysis, crime investigation, policing and security, intelligence, probation, parole, child protection, justice services, government agencies, welfare, counselling, criminological research, public policy",0,0,63.60,75.50,98.85,59.60,73.50,94.85,,2022,NA,NA,TBP,NA, ,Y,Y,Y,N,N,28,43.08,6,9.23,10,15.38,11,16.92,0,0,8,12.31,<5,<5,65,100.0,NA,2022,S,
gu,283224,Bachelor of Languages and Linguistics,"The ability to communicate in other languages and cultural contexts is valuable in any career. When you study a language at Griffith, you won’t just learn to speak and write the words, you’ll also study linguistics – the science, nature and function of language and how it is used in society.","Majors: Chinese, French,*  German,* Indonesian,* Italian, Japanese, Korean,* linguistics, Modern Greek,*  Russian,* Spanish. *Via cross-institutional study.","Roles in education and teaching, translation and interpreting, tourism and hospitality, publishing and journalism, sales and marketing, advertising and public relations, international business, law, commerce, the arts.",Society and Culture,283224,Bachelor of Languages and Linguistics,open,3F/6P,CSP,GU,3032-GC,9,"gu,bachelor of languages and linguistics,languages,linguistics,Chinese,French,German,Indonesian,Italian,Japanese,Korean,Modern Greek,Spanish,translation,interpreting,culture, Chinese language, French language, German language, Indonesian language, Italian language, Japanese language, Korean language, Modern Greek language, Spanish language",0,0,66.00,70.25,97.50,63.55,64.85,91.50,,2022,NA,NA,TBP,NA, ,Y,Y,Y,N,N,<5,<5,0,0,<5,<5,<5,<5,0,0,<5,<5,0,0,10,100.0,NA,2022,S,
gu,283226,Bachelor of Education,"By studying this innovative degree, you will meet the national accreditation requirements of the Australian Institute for Teaching and School Leadership and can choose to be equipped to teach in either primary or secondary settings. You can also complete your degree in just three and a half years, giving you a head start in your teaching career.","Primary majors: Early childhood education  (Logan, Online), health and physical education (Gold Coast), special needs education  (Mt Gravatt, Online). Primary  minors: English education (Mt Gravatt, Gold Coast, Logan, Online),  mathematics education (Mt Gravatt, Gold Coast, Online), science education (Mt Gravatt,  Gold Coast) Secondary  majors: Learning support (Mt Gravatt, Online). Secondary  teaching areas:* Biology, Chemistry, Design, Drama, Digital  Technologies, English, Food and Nutrition, Geography, Health and Physical  Education, History, Mathematics, Physics, Psychology, Visual Arts. *Not all  teaching areas are available at all campuses.","Teacher in independent, Catholic and state education  systems in Queensland, nationally and overseas; head of curriculum; school  policy adviser; curriculum officer; principal; roles in training settings in  industry and government, outdoor education, adult literacy, libraries,  educational research, education policy or consultancy.",Education,283226,Bachelor of Education,open,3.5-4F/8P,CSP,GU,3032-GC,7,"gu,bachelor of education,education,early childhood education, primary,secondary,special ed,special,teacher,biology,teaching,special needs,pe teacher,phys ed,sport,learning support,science,maths,junior,middle,english, digital coding, literacy, high school, adult education, vocational education, autism studies, Autism Centre of Excellence, education and training, primary education, Health and Physical Education, Special Needs Education, English Education, Mathematics Education, Science Education, Digital Technologies, Food and Nutrition, Geography, History, Visual Arts, Chemistry, Design technology, History, Physics, Psychology, teacher, stem, steam, technology, mathematics",0,0,70.15,83.61,99.95,62.15,77.95,95.35,,2022,NA,NA,TBP,NA, ,Y,Y,Y,N,N,97,36.6,26,9.81,9,3.4,<5,<5,94,35.47,39,14.72,0,0,265,100.0,NA,2022,S,
gu,283227,BACHELOR OF COMMUNICATION AND JOURNALISM/BACHELOR OF GOVERNMENT AND INTERNATIONAL RELATIONS,"This double degree will produce media professionals with the knowledge and understanding to work effectively within local, national and international political contexts either as journalists, political strategists or media advisors. Through a sophisticated understanding of communication, graduates will be equipped to navigate the complexity of the global communication network and its diverse communities and stakeholders.",For Communication and Journalism: Communication  and media studies.,"For Communication and Journalism: Social  media manager, community and stakeholder engagement manager, digital marketing  and social media specialist, communications manager, events manager, public  relations consultant, public relations professional, media liaison officer,  promotions officer, copywriter, journalist, reporter, producer, researcher,  editor, freelance writer, corporate promotions and communications specialist.",Mixed Field Programs,283227,Bachelor of Communication and Journalism/Bachelor of Government and International Relations,open,4F/8P,CSP,GU,3032-GC,12,"1007,gu,bachelor of communication and journalism/bachelor of government and international relations,communication,journalism,public relations,media,writing,business, international relations, politics and public policy, accounting (extended major), Asian business (extended major), Asian Engagement, behavioural science, business analytics, economics, employment relations, event management, finance, financial planning (extended major), government, international relations, human resource management, innovation, entrepreneurship, international business (extended major), logistics and supply chain management, marketing, management, real estate and property development, sport management, sustainable business, taxation, contemporary communication,writing skills, multimedia, creative, communication professionals, professional storytellers, journalist, media industry, freelance writing, strategic communication, corporate promotions, commercial communication, creative industries, public relations not-for-profit, aid organisations, film, entrepreneur, start-up",0,0,69.20,80.70,91.40,67.20,76.20,91.40,,2022,NA,NA,TBP,NA, ,Y,Y,Y,N,N,<5,<5,0,0,0,0,5,62.50,0,0,<5,<5,0,0,8,100.0,NA,2022,S,
gu,283228,Bachelor of Communication and Journalism/Bachelor of Science,"This double degree combines the specialised disciplines of biological, clinical, chemical, physical and mathematical sciences with the skills and capacity to communicate these within various professions, and to the broader public. Alongside scientific expertise, you’ll graduate with a suite of communication, writing and media production skills that will add a critical dimension your career. You’ll confidently navigate the contemporary context for science, where skills in global communication and media are critical.",For Communication and Journalism: Communication and media studies.,"For Communication and Journalism: Social  media manager, community and stakeholder engagement manager, digital marketing  and social media specialist, communications manager, events manager, public  relations consultant, public relations professional, media liaison officer,  promotions officer, copywriter, journalist, reporter, producer, researcher,  editor, freelance writer, corporate promotions and communications specialist.",Creative Arts,283228,Bachelor of Communication and Journalism/Bachelor of Science,open,4F/8P,CSP,GU,3032-GC,10,"1007,gu,uac,undergraduate,courses,uni,gu,communication,journalism,public relations,media,writing,business,employment relations, science, scientific expertise, science communication, contemporary communication,writing skills, multimedia, creative, communication professionals, professional storytellers, journalist, media industry, freelance writing, strategic communication, corporate promotions, commercial communication, creative industries, public relations not-for-profit, aid organisations, film, entrepreneur, start-up, content creator",0,0,,,,,,,,2022,NR,NA,TBP,NA, ,Y,Y,Y,N,N,0,0,0,0,0,0,<5,<5,0,0,0,0,0,0,<5,100.0,NR,2021,S,
gu,283229,Bachelor of Arts,"With a Griffith arts degree, you'll learn to think critically and creatively, innovate, communicate for influence and harness the power of your ideas. With a wide variety of majors and minors and hundreds of electives to choose from, you'll have the power to create your own unique skill set. Equipped with in-depth knowledge about society and culture, you’ll gain the insight and skills to find and put into practice creative solutions to current and future challenges. In your final year, you will collaborate with your fellow arts students and explore solutions to a contemporary problem. You will also have the opportunity to complete an internship, work-based learning project and study abroad, ensuring that you graduate with the experience, knowledge and skills to set you on the path for a vibrant career.","Majors: Chinese, creative writing, criminal justice, drama,  French,* German,* history, Indigenous studies, Indonesian,* Islam-West  relations, Italian, Japanese, journalism, Korean,* language, culture and society,  literary studies, Modern Greek,* security and international studies,  popular culture, psychology, Russian,* sociology, social justice, Spanish,  strategic communication. Minors: Art history and theory, digital  media production, environmental humanities, gender studies, Italian, medical  humanities, screen studies, security studies, Spanish, Translating and  Interpreting for Chinese Speakers.
*Via  cross-institutional study.","A variety of roles in advertising, aid work,  administration, arts management, information management, community development,  heritage, journalism, librarianship (with further study), media production,  public relations, research, social policy analysis, teaching (with further  study), web production, welfare services.",Society and Culture,283229,Bachelor of Arts,open,3F/6P,CSP,GU,3032-GC,9,"gu,bachelor of arts,art history and theory, australian studies, creative writing, communication and journalism, criminal justice, drama, environmental humanities, language, culture and society, gender studies, literature studies,islam-west relations, medical humanites, history,cultural heritage,australian history,indigenous studies,world history,terrorism,islamic studies,journalism,languages,modern greek,chinese,italian,japanese,spanish,public relations,screen studies,literary studies,politics and international studies, popular culture, psychology, social justice,security studies,sociology,italian language, japanese language, korean language, spanish language, french language, german language, indonesian language, korean language, modern-greek language",0,0,65.05,77.30,99.95,57.05,72.55,95.05,,2022,NA,NA,TBP,NA, ,Y,Y,Y,N,N,9,22.5,<5,<5,<5,<5,15,37.50,0,0,8,20,<5,<5,40,100.0,NA,2022,S,
gu,283231,Bachelor of Arts/Bachelor of Business,"This degree will broaden your career options by enabling you to acquire commercial management skills in conjunction with skills in journalism, public relations, creative writing and literature, languages, history, sociology, and cultural studies. In the arts component, you’ll be trained to think innovatively and communicate effectively. In the business component, you’ll develop core sustainable business skills and knowledge, and specialise by choosing a major that suits your interests and career goals. You can also choose not to complete a major, selecting from a range of courses that provide broad knowledge for a career in business management.","For Arts: Majors: Chinese, creative writing, criminal justice, drama,  French,* German,* history, Indigenous studies, Indonesian,* Islam-West  relations, Italian, Japanese, journalism, Korean,* language, culture and society,  literary studies, Modern Greek,* popular culture, psychology, Russian,* sociology, social justice, Spanish,  strategic communication.
*Via cross-institutional study.","For Arts: A variety of roles in advertising, aid work,  administration, arts management, information management, community development,  heritage, journalism, librarianship (with further study), media production,  public relations, research, social policy analysis, teaching (with further  study), web production, welfare services.",Society and Culture,283231,Bachelor of Arts/Bachelor of Business,open,4F/8P,CSP,GU,3032-GC,9,"803,gu,bachelor of arts/bachelor of business,arts, chinese language, creative writing, criminal justice, drama, history, indigenous studies, Islam-West relations, italian language, japanese language, journalism, korean language, language, culture and society, literary studies, popular culture, psychology, sociology, social justice, spanish language, strategic communication, french language, german language, indonesian language, korean language, modern-greek language, accounting (extended major), Asian business (extended major), Asian Engagement, behavioural science, business analytics, economics, employment relations, event management, finance, financial planning (extended major), government, international relations, human resource management, innovation, entrepreneurship, languages, international business (extended major), logistics and supply chain management, marketing, management, real estate and property development, sport management, sustainable business, taxation, tourism management",0,0,66.60,76.50,96.85,62.30,70.50,94.65,,2022,NA,NA,TBP,NA, ,Y,Y,Y,N,N,<5,<5,0,0,<5,<5,7,77.78,0,0,0,0,0,0,9,100.0,NA,2022,S,
gu,283232,Diploma of Criminology and Criminal Justice/Bachelor of Criminology and Criminal Justice,"The Diploma of Criminology and Criminal Justice is a pathway program designed to help you transition into the Bachelor of Criminology and Criminal Justice. You’ll develop foundational knowledge and skills in a supportive learning environment, setting you up for success in your further studies. Study criminology at Griffith, the university ranked number 1 for Law and Criminology in Australia. With one of the largest criminology academic communities in the world, you'll learn from experts and industry leaders who bring their authentic and compelling experiences to your study.","Criminology, criminal justice.","You may find opportunities in policing and security, intelligence, probation and parole, child protection, crime analysis, courts and justice services, government agencies, crime prevention and regulatory agencies.",Society and Culture,283232,Diploma of Criminology and Criminal Justice/Bachelor of Criminology and Criminal Justice,open,3F/6P,CSP,GU,3032-GC,9,"gu,diploma of criminology and criminal justice/bachelor of of criminology and criminal justice,criminology,justice",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NC,NA,TXD,NA,NA,Y,Y,Y,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NC,NA,NA,NA
gu,283233,Diploma of Education/Bachelor of Education,"The Diploma of Education is a pathway program designed to help you transition into the Bachelor of Education. You’ll develop foundational knowledge and skills in a supportive learning environment, setting you up for success in your further studies. Ranked in Australia's top 5 for teacher education, Griffith’s School of Education and Professional Studies continues to drive the future of education, bringing a wealth of experience and expertise to your learning. Our lecturers are among the best in Australia and have been recognised with national teaching awards.",Education.,"Upon successful completion of this diploma, you will be offered guaranteed entry into the second year of the Bachelor of Education. The Diploma of Education is not designed to lead to initial teacher registration (Primary or Secondary).",Education,283233,Diploma of Education/Bachelor of Education,open,3.5F/8P,CSP,GU,3032-GC,7,"gu,diploma of education/bachelor of education",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NC,NA,TXD,NA,NA,Y,Y,Y,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NC,NA,NA,NA
gu,283234,Diploma of Arts/Bachelor of Arts,"The Diploma of Arts is a pathway program designed to help you transition into the Bachelor of Arts. You’ll develop foundational knowledge and skills in a supportive learning environment, setting you up for success in your further studies. You'll improve your creative thinking and communication skills with a view to guiding businesses and organisations through the complexities of modern life. Through a creative mix of critical thinking, innovation and collaboration, you’ll gain the skills that employers of the future demand. You’ll be guided and mentored by staff who are recognised as leaders in their fields and will learn how international and intercultural perspectives shape society.",Arts.,"Gain valuable adaptable skills in critical thinking, leadership, problem-solving and information analysis, which will be well-suited to a wide range of workplaces. Create your own path while pursuing your passions and professional ambitions.",Society and Culture,283234,Diploma of Arts/Bachelor of Arts,open,3F/6P,CSP,GU,3032-GC,9,"gu,diploma of arts/bachelor of arts,arts",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NC,NA,TXD,NA,NA,Y,Y,Y,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NC,NA,NA,NA
gu,283255,Bachelor of Design,"If you’re passionate about contemporary design opportunities and designing for a sustainable future, this degree will equip you with the creative and technical skills and insights needed to rise to future design challenges. It will prepare you for designing future products, services and systems in a creative and critical way, and to create  sociocultural and human-focused solutions to everyday problems. You’ll gain a unique perspective on how the world impacts design – and how design shapes the world around us.","Majors: Immersive design, interaction design, interior and spatial design, product design, visual communication design.","Depending on your major, graphic/visual  communication specialist; designer of immersive and interactive digital  experiences in the arts or educational industry; interior designer or product  designer in a variety of industries.",Creative Arts,283255,Bachelor of Design,open,3F/6P,CSP,GU,3032-GC,10,"gu,bachelor of design,design,graphic,futures,3d,3d design,interior,interior design,furniture,publication,visualisation, product design, graphic and communication design, immersive design, visual communication, spatial, spatial design, interaction design, interaction, contemporary design, sustainable future, creative, design challenges, Visual Communication Design, visual communication, graphic communication, branding, 3D printing, 3D modelling, 3D scanning, laser cutting, virtual environments, virtual reality, augmented reality, visual media, audio-visual, interaction designs",0,0,63.05,73.40,99.95,56.40,68.55,97.00,,2022,NA,NA,TBP,NA, ,Y,Y,Y,N,N,14,26.42,<5,<5,<5,<5,11,20.75,0,0,7,13.21,16,30.19,53,100.0,NA,2022,S,
gu,283256,Bachelor of Design/Bachelor of Business,"Combine design creativity with business knowledge and skills to support your creative endeavours or those of others. You will learn how to harness design thinking alongside business sense to take advantage of the commercialisation of design in a variety of specialisations, including visual communication, product or interior design and immersive media and interaction design.  You will have a unique range of skills and abilities to bridge the creative-business divide.","For Design: Majors: Immersive design, interaction design, interior and spatial design, product design, visual communication design.","For Design: Depending on your major, graphic/visual  communication specialist; designer of immersive and interactive digital  experiences in the arts or educational industry; interior designer or product  designer in a variety of industries.",Creative Arts,283256,Bachelor of Design/Bachelor of Business,open,4F/8P,CSP,GU,3032-GC,10,"803,gu,bachelor of design/bachelor of business,design,graphic,business,3d,3d design,interior,furniture,publication,futures,interior design, visual communication, spatial, spatial design, interaction design, interaction, contemporary design, sustainable future, creative, design challenges, Visual Communication Design, visual communication, graphic communication, branding, 3D printing, 3D modelling, 3D scanning, laser cutting, virtual environments, virtual reality, augmented reality, visual media, audio-visual, interaction designs,entrepreneurship,self employ,commerce, accounting, Asian business, Asian Engagement, behavioural science, business analytics, economics, employment relations, event management, finance, financial planning, government, international relations, human resource management, innovation, entrepreneurship, languages, international business, logistics and supply chain management, marketing, management, real estate and property development, sport management, sustainable business, taxation, tourism management",0,0,66.45,74.80,97.10,60.90,71.65,91.55,,2022,NA,NA,TBP,NA, ,Y,Y,Y,N,N,<5,<5,<5,<5,<5,<5,9,31.03,0,0,11,37.93,<5,<5,29,100.0,NA,2022,S,
